Sentence,Aspect,Polarity
"includes a diverse array of entrees ranging from boar ( prepared in your choice of either the french or asian tradition ) , mussels , or pad thai that grace the menu all at once , each one prepared in a distinctly different and delicate sauce .",mussels,neutral
"includes a diverse array of entrees ranging from boar ( prepared in your choice of either the french or asian tradition ) , mussels , or pad thai that grace the menu all at once , each one prepared in a distinctly different and delicate sauce .",menu,neutral
"we live down the street and have eaten here many times for lunch and dinner , and the food is consistently terrific .",lunch,neutral
"we live down the street and have eaten here many times for lunch and dinner , and the food is consistently terrific .",dinner,neutral
"we live down the street and have eaten here many times for lunch and dinner , and the food is consistently terrific .",food,positive
"service has improved drastically from the old days , you are now seated by a hostess instead of standing behind a nearby table waiting for them to finish .",service,positive
"service has improved drastically from the old days , you are now seated by a hostess instead of standing behind a nearby table waiting for them to finish .",hostess,neutral
"the service was great , the chef even gave me a complimentary dish .",service,positive
"the service was great , the chef even gave me a complimentary dish .",chef,neutral
"the service was great , the chef even gave me a complimentary dish .",dish,positive
we asked for bread plates when the bread was brought to the table and the server 's response was management has decided not to offer bread plates .,table,neutral
we asked for bread plates when the bread was brought to the table and the server 's response was management has decided not to offer bread plates .,server,negative
we asked for bread plates when the bread was brought to the table and the server 's response was management has decided not to offer bread plates .,management,negative
"service was prompt , although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners ( ever heard of cocktail waiters ) .",service,negative
"service was prompt , although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners ( ever heard of cocktail waiters ) .",bar,neutral
"service was prompt , although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners ( ever heard of cocktail waiters ) .",diners,neutral
"service was prompt , although at times the waiters seemed to be spending more time dealing with the overflow from the bar than the diners ( ever heard of cocktail waiters ) .","cocktail, waiters",neutral
"the place has an awesome decore , with fish swiming below certain tables .",decore,positive
"the place has an awesome decore , with fish swiming below certain tables .",fish,positive
"the place has an awesome decore , with fish swiming below certain tables .",tables,neutral
"i had a 9 pm reservation and wound up sitting down closer to 10 , but the bar was entertaining enough for the almost - an - hour wait ( excellent martinis ) .",bar,neutral
