Sentence,Aspect,Polarity
"our appetizers came out relatively quickly , but it was near impossible to get a hold of a waiter to order and get our drinks .",waiter,negative
"our appetizers came out relatively quickly , but it was near impossible to get a hold of a waiter to order and get our drinks .",drinks,neutral
the entertainment was great they have shows that go on through out the dinner .,entertainment,positive
the entertainment was great they have shows that go on through out the dinner .,shows,neutral
portions were certainly substantial for lunch .,portions,negative
portions were certainly substantial for lunch .,lunch,neutral
"the menu of afghani favorites includes mantoo , the spicy beef dumplings in yogurt sauce ; chicken with walnuts and pomegranate juice ; saffron - marinated filet mignon ; grilled cornish game hen ; meat and fish kebabs in various combinations ; and a number of vegetarian rice- and bean - based dishes .",menu,neutral
"the menu of afghani favorites includes mantoo , the spicy beef dumplings in yogurt sauce ; chicken with walnuts and pomegranate juice ; saffron - marinated filet mignon ; grilled cornish game hen ; meat and fish kebabs in various combinations ; and a number of vegetarian rice- and bean - based dishes .","filet, mignon",positive
"the menu of afghani favorites includes mantoo , the spicy beef dumplings in yogurt sauce ; chicken with walnuts and pomegranate juice ; saffron - marinated filet mignon ; grilled cornish game hen ; meat and fish kebabs in various combinations ; and a number of vegetarian rice- and bean - based dishes .","grilled, cornish",positive
"the menu of afghani favorites includes mantoo , the spicy beef dumplings in yogurt sauce ; chicken with walnuts and pomegranate juice ; saffron - marinated filet mignon ; grilled cornish game hen ; meat and fish kebabs in various combinations ; and a number of vegetarian rice- and bean - based dishes .",hen,positive
"the menu of afghani favorites includes mantoo , the spicy beef dumplings in yogurt sauce ; chicken with walnuts and pomegranate juice ; saffron - marinated filet mignon ; grilled cornish game hen ; meat and fish kebabs in various combinations ; and a number of vegetarian rice- and bean - based dishes .","fish, kebabs",positive
"the menu of afghani favorites includes mantoo , the spicy beef dumplings in yogurt sauce ; chicken with walnuts and pomegranate juice ; saffron - marinated filet mignon ; grilled cornish game hen ; meat and fish kebabs in various combinations ; and a number of vegetarian rice- and bean - based dishes .",dishes,positive
"the restaurant has a somewhat unique decor , with portrait of the owner meditating and books about meditation .",decor,positive
"the restaurant has a somewhat unique decor , with portrait of the owner meditating and books about meditation .",owner,neutral
their cappuccino 's are served in a generous mug with a bit too much milk and too - sudsy foam .,served,positive
their cappuccino 's are served in a generous mug with a bit too much milk and too - sudsy foam .,milk,negative
"the waiters do not tell you that and our large party wound up with over $ 100 extra food because all members thought dessert , coffee / tea were included - which they lead you to believe - and they were n't .",waiters,negative
"the waiters do not tell you that and our large party wound up with over $ 100 extra food because all members thought dessert , coffee / tea were included - which they lead you to believe - and they were n't .",dessert,neutral
